No,baths,bedrooms,beds,guest,hosted_by,name,price,price_discount,reviews,stars,title,url
1,3,3,6,12,Rafif,RustWood Villa W/ Pool,950000,NULL,1,New,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1366325220058009085?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298304_P36egT8ESq_Jwys6&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
2,3,4,7,12,Rafif,Villa Alinda C02 by Kava Stay,800000,NULL,2,New,"Entire home in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1354855359186797926?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3-kC6Yc5-ta5GPb&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
3,1,2,4,5,Ryan Hilmi,kitanari-haeun Room: Apart Gateway Pasteur Bandung,470400,588000,35,4.97,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1247514888298469996?search_mode=regular_search&adults=1&check_in=2025-04-19&check_out=2025-04-24&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3275ZhOsQs73613&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
4,3,3,3,9,Rafif,Sentra Villa by Kava Stay,750000,1125229,15,4.8,"Entire home in Kecamatan Sukasari, Indonesia",https://www.airbnb.com/rooms/1310112979545897865?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3R8E6TbSN_cb16n&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
5,3.5,3,5,10,Rafif,Casa De Arumanis by Kava Stay,900000,1198854,51,4.94,"Entire home in Kecamatan Cibeunying Kaler, Indonesia",https://www.airbnb.com/rooms/1202064633303778400?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3PfojogWqFkfCbY&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
6,1,1,1,4,Nico,City Center | Braga & BIP Mall | Studio | 4 Guests,440000,NULL,200,4.99,"Entire condo in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/727680275776765494?search_mode=regular_search&adults=1&check_in=2025-05-12&check_out=2025-05-17&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3ssg4sH-dHXEaD9&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
7,3,3,4,8,Rafif,Villa Tulip by Kava Stay,599000,NULL,14,4.93,"Entire home in Parongpong, Indonesia",https://www.airbnb.com/rooms/1309338660356801266?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3TWCWQuQTe6g5VH&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
8,1,1,1,4,Luciana,La Grande Apt. | City Center | Braga | 4 Guests,400000,NULL,67,4.99,"Entire condo in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1186671104572938122?search_mode=regular_search&adults=1&check_in=2025-04-20&check_out=2025-04-25&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P37yjwVYAXWptHGG&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
9,1,2,2,4,Neti,Upstairs Tamanari,1080000,NULL,83,5,"Entire home in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/962143730936904891?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3554nP0ufvbbHmd&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
10,5,4,4,10,Rafif,The most affordable Luxury in Bandung,1500000,2347213,129,4.85,"Entire villa in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/688935185818199887?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3eIBVQeosGdhwio&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
11,1,1,2,4,Diana,Modern house with a Blue Hot Onsen,800000,976903,99,4.89,"Entire home in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1000397110591502108?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3rTKsq5hIcbkQJF&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
12,4,5,6,15,Casa Fourty Two,Casa 42 Bandung - 15 Guests - Near City Center,1250000,NULL,103,4.98,"Entire home in Kecamatan Antapani, Indonesia",https://www.airbnb.com/rooms/903332426178198902?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P34exYQZH7jnpE63&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
13,1,1,2,3,Richard,[Luxurious&Spacious]La Grande 2 Apt Bandung|3guest,410000,NULL,37,5,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1295454441316581915?search_mode=regular_search&adults=1&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P35J8m4eaLx0doeC&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
14,1.5,3,3,6,Aries,RumahBojong 3BR - with Netflix,1100000,1298802,19,4.79,"Entire home in Kecamatan Antapani, Indonesia",https://www.airbnb.com/rooms/1269165370721502252?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3t1grMCNZnFfMeX&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
15,3,3,5,8,R Faradina A L,Lawani House,1500000,NULL,25,4.92,"Entire villa in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1245514777206801551?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3kWtjoa0CX1R7lh&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
16,1,2,3,6,Gugi,• Bauhaus Apartment • Central (Dago) WiFi+Smart TV,628799,NULL,7,5,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1325876088620919073?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3jrYyBUxzRdYzVj&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
17,2,2,5,10,Jena Dammaya,"Namuya Villa Private Pool, Rooftop , BBQ & Karaoke",1422000,NULL,6,5,"Entire villa in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1308439890867500504?search_mode=regular_search&adults=1&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298305_P3X0V7BznQzR6i4b&previous_page_section_name=1000&federated_search_id=223a874d-3404-43f6-a58e-aa37ad4cc394
18,2,2,5,10,Jena Dammaya,"Namuya Villa Private Pool, Rooftop , BBQ & Karaoke",1422000,NULL,6,5,"Entire villa in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1308439890867500504?search_mode=regular_search&adults=1&check_in=2025-04-07&check_out=2025-04-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3n6H97jLCUkS6cv&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
19,3,4,4,10,Rafif,Villa Alinda C05 by Kava Stay,650000,798476,42,4.79,"Entire home in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1202109871665800050?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3axe3iKNUE8GxTb&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
20,1,2,3,6,Steffan,Airy 2 BR+ | Sudirman Suites Apartment,374000,NULL,73,4.85,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/869142740134473852?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3DWeJJG_jzaCN_k&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
21,1.5,3,3,6,Aries,RumahBojong 3BR - with Netflix,1100000,1298802,19,4.79,"Entire home in Kecamatan Antapani, Indonesia",https://www.airbnb.com/rooms/1269165370721502252?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3UFJTmV9XNmqdSl&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
22,1,2,4,6,Casabella,Casabella 206 PVJ Ciwalk Pasteur Lembang,380000,NULL,1,New,"Entire guesthouse in Kecamatan Sukajadi, Indonesia",https://www.airbnb.com/rooms/1355088659970091503?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P38cJbNB56VJ0_ih&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
23,1,1,1,4,Nico,"Dago, Cihampelas, ITB | Calm & Relaxing | 4 Guests",444000,NULL,298,4.99,"Entire condo in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/54329969?search_mode=regular_search&adults=1&check_in=2025-04-10&check_out=2025-04-15&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3sUu_-onHCM_jdY&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
24,1,1,2,4,Ian,Dago Comfy-KingBed-Netflix-Fast Wi-Fi-4Guests,334200,NULL,11,5,"Entire rental unit in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1307788127833853706?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3GwyWMLdoOncUzy&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
25,1,2,2,4,Ikawati,Boaz La Grande Apartment  Jl. Merdeka   2 Bedroom,499999,NULL,30,4.8,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1206782548574391457?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P31XRhdaVlnS5zhR&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
26,1,2,4,5,Ryan Hilmi,kitanari-takao Room: Apart Gateway Pasteur Bandung,448000,NULL,67,4.97,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1137961605836717698?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P33SkvUV5c7J_pqH&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
27,4,3,3,10,Rafif,Hillside Bliss Villa,732000,958937,109,4.85,"Entire home in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/899081426724362391?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3-GukEiOjG_Z1HY&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
28,1,2,4,6,Rachmat,"Braga City Walk Apartment
Mountain-Citylight View",525140,721756,18,4.83,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1262045787936393988?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3EyO57BhHjdL4Mq&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
29,5,4,8,16+,Rizvelino,North Castle (Full Ac) Villa With Infinity Pool,1205099,1335099,17,5,"Entire home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1246264212186773576?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P30bu3eCOqfHGxLN&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
30,4,3,5,11,Goodbed,Goodbed Villa cipaku setiabudi Bandung,760000,923329,269,4.88,"Entire home in Cidadap, Indonesia",https://www.airbnb.com/rooms/23811035?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3U73cBfTDuP_5Ad&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
31,2,1,3,6,Cathy,Vila Kubus A for 2-6 orang,1000000,NULL,159,4.92,"Tiny home in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/997426152002576278?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3SacJbpM9HiFRg8&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
32,2,3,3,8,Muhammad,WEleven Bandung - 3BR House at Premium Location,1090000,1298900,140,4.96,"Entire home in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/693713969373643926?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3ueqiOEwZnH0aM7&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
33,1,2,3,6,Berry,Villa Rumah Cherry | Punclut Bandung,857128,1008386,270,4.93,"Entire villa in Lembang, Indonesia",https://www.airbnb.com/rooms/47212839?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P31ta4NgJAdXn0M7&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
34,1,2,3,4,Budi,@stayinstory-1 Cozy & Aesthetic 2BR Apart Bandung,360000,460256,74,4.93,"Entire rental unit in Kecamatan Bojongloa Kidul, Indonesia",https://www.airbnb.com/rooms/707630694046302584?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3aWrtaeuNm4mwQZ&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
35,6,4,9,16+,Rizvelino,Mimi Castle (Full AC) @1200m2 Private Villa & Pool,1916800,2475328,66,4.7,"Entire villa in Kecamatan Parongpong, Indonesia",https://www.airbnb.com/rooms/1044160987578580157?search_mode=regular_search&adults=1&check_in=2025-08-03&check_out=2025-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1741298492_P3W3VckClGaHlA1G&previous_page_section_name=1000&federated_search_id=23de64c0-8767-44f2-b2cf-4f1914e6f331
36,2,2,3,5,Rafif,Ciumbeleuit Scenic View W/ Pool,400000,499577,7,4.71,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1343395518929127266?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298633_P3W3W7JnCjeFjPGa&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
37,2,1,3,8,Andhika,Terra castle Hidden Zen Garden @Teuku Angkasa Dago,410000,579229,17,4.94,"Entire home in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1248527436884976500?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3UjPIvmaj_byRvC&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
38,4,6,7,15,Stefani,"Rumah Oma Dago, 6 Br Villa with Mountain Views",2600000,3196526,20,5,"Entire villa in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/1236237847970339760?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3R6HOcE2IxJd85k&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
39,1,1,1,3,Rafif,1BR Parahyangan Residences,291000,NULL,2,New,"Entire home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1364213475517954427?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3sV-EEtPA7vsKYy&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
40,1.5,1,1,2,Oesman,Bearers | African Asian Grand,295600,333480,55,4.85,"Entire rental unit in Lengkong, Indonesia",https://www.airbnb.com/rooms/1040402451199051329?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3DwbELHjS1Qcm7g&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
41,1,1,3,5,Rizvelino,SkyCastle (Pavilion at Heritage House @ Dipatiukur,326260,NULL,60,4.87,"Entire home in Kecamatan Coblong, Indonesia",https://www.airbnb.com/rooms/1132268352084302065?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3QLucJpa_414IsR&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
42,2,1,3,6,Cathy,Vila Kubus B for 2-6 orang,1000000,NULL,156,4.82,"Entire cabin in Kecamatan Cimenyan, Indonesia",https://www.airbnb.com/rooms/997482889306822708?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P30Z_A1ReMMUDxQM&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
43,1,2,3,5,Ryan Hilmi,kitanari-château: Apart Gateway Pasteur Bandung,492800,NULL,7,5,"Entire rental unit in Kecamatan Cicendo, Indonesia",https://www.airbnb.com/rooms/1328308123536919632?search_mode=regular_search&adults=1&check_in=2025-03-12&check_out=2025-03-17&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3dWdgK26CR0NnLS&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
44,1,Studio,1,3,Timotius,Strategic location & minimalist Studio Apartment,259356,NULL,230,4.74,"Entire rental unit in Kecamatan Lengkong, Indonesia",https://www.airbnb.com/rooms/42387968?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3eG1NjAY8_S593C&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
45,1 private,1,1,2,Kinimimpi,Kinimimpi Boutique Living km07,295000,NULL,26,4.92,"Room in boutique hotel in Kecamatan Sukajadi, Indonesia",https://www.airbnb.com/rooms/1254081838757755755?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P36LU2kAW3dfHMR2&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
46,1,2,2,4,Ikawati,Hana La Grande Apartement 2 Bedroom,492437,568218,21,4.76,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1284649636722790490?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3hXE4_J4L_CdJ3i&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
47,1,2,3,6,Yuki,"NOII Apartment 2.0 - ""The Highrise Hideaway""",338937,398749,43,4.86,"Entire rental unit in Kecamatan Cibeunying Kidul, Indonesia",https://www.airbnb.com/rooms/1135252614893201145?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3ILA2IMeXzMwSRd&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
48,1,2,5,7,Ramona,PaRes Apt 2BR unit 2 by eRJe,380000,499153,101,4.95,"Entire rental unit in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/54044946?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3btjKiIstrPTJZJ&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
49,1 private,1,7,7,Esther,Gluck Loft Designer Bunk Bed (Private room),299199,NULL,24,4.96,"Private room in guesthouse in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1160630751628825468?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3mmcJ2-5QhyTFyD&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
50,2,2,3,6,Novia,Cisa Nordia in front of RSJ Cisarua Lembang,1146000,1294388,75,4.83,"Entire home in Kecamatan Cisarua, Indonesia",https://www.airbnb.com/rooms/770766980626001726?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3YGAxXa1ZJvo9wH&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
51,3,3,5,8,Hendry,American Classic Home in Bandung City Centre,708000,NULL,72,4.78,"Entire home in Kecamatan Babakan Ciparay, Indonesia",https://www.airbnb.com/rooms/954207302695195271?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3wrc-8t4kRfZDoF&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
52,1,2,3,6,Steffan,Airy 2 BR+ | Sudirman Suites Apartment | RW 1606,418200,NULL,54,4.85,"Entire rental unit in Kecamatan Andir, Indonesia",https://www.airbnb.com/rooms/869149818939223036?search_mode=regular_search&adults=1&check_in=2025-03-13&check_out=2025-03-18&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3IRvq8FzpBfDg3H&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
53,1,1,1,2,Ikawati,Isaac La Grande Apartment Jl. Merdeka Studio,359617,NULL,6,5,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/1326514690447868717?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298634_P3AUDV6IknLPAzYA&previous_page_section_name=1000&federated_search_id=97960d08-2dd0-4424-91d1-001dbb34b5e7
54,2,2,3,6,Novia,Cisa Nordia in front of RSJ Cisarua Lembang,1146000,1294388,75,4.83,"Entire home in Kecamatan Cisarua, Indonesia",https://www.airbnb.com/rooms/770766980626001726?search_mode=regular_search&adults=1&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&source_impression_id=p3_1741298797_P3FEzESUNhzQIgni&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
55,1,2,3,6,Yuki,"NOII Apartment 2.0 - ""The Highrise Hideaway""",338937,398749,43,4.86,"Entire rental unit in Kecamatan Cibeunying Kidul, Indonesia",https://www.airbnb.com/rooms/1135252614893201145?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3i_bGvLUWd7u31H&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
56,1.5,1,1,2,Oesman,Bearers | African Asian Grand,295600,333480,55,4.85,"Entire rental unit in Lengkong, Indonesia",https://www.airbnb.com/rooms/1040402451199051329?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3ylpi5n_KkvN9V5&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
57,3,3,3,6,Neti,Poolhouse Tamanari,2050000,2295561,10,4.9,"Entire home in Kecamatan Bandung Wetan, Indonesia",https://www.airbnb.com/rooms/1277816953594980676?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3MtAsN2pi4sJQBU&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
58,1,1,1,3,Rafif,1BR Parahyangan Residences,291000,NULL,2,New,"Entire home in Kecamatan Cidadap, Indonesia",https://www.airbnb.com/rooms/1364213475517954427?search_mode=regular_search&adults=1&check_in=2025-03-07&check_out=2025-03-12&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3LgP3LjRmd8oSCY&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
59,1,2,5,5,Steffan,2 BR Elegant Apartment | 5 Minutes Walk from Braga,671500,NULL,119,4.92,"Entire rental unit in Kecamatan Sumur Bandung, Indonesia",https://www.airbnb.com/rooms/53248968?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3_xidz5_UhgKIck&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
60,2,4,5,10,Gadhia,"Clean, Comfortable, Stylish,  Belgareti House",807500,950000,302,4.83,"Entire home in Sukajadi, Indonesia",https://www.airbnb.com/rooms/9822087?search_mode=regular_search&adults=1&check_in=2025-03-09&check_out=2025-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P3IKUC0xRgTaE0Ls&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
61,3,4,4,9,Rafif,Villa Alinda C06 by Kava Stay,840000,998013,45,4.73,"Entire home in Kecamatan Lembang, Indonesia",https://www.airbnb.com/rooms/1218796498115339510?search_mode=regular_search&adults=1&check_in=2025-03-23&check_out=2025-03-28&children=0&infants=0&pets=0&source_impression_id=p3_1741298798_P30ZJUiRLPeBU-qv&previous_page_section_name=1000&federated_search_id=32acded4-71c8-4387-9667-81024e40d738
